Code du partenaire;Adresse compléte;ID adresse;Rue;Bloquer;Ville;Code postal;Nom
ES968909057;OPTICA MINGUEZ ESCULTOR ROQUE LOPEZ, 3   Murcia 30008 Spain;OPTICA MINGUEZ;ESCULTOR ROQUE LOPEZ, 3;;Murcia;30008;Spain
ES969214514;CENTRAL OPTICA CRISTAL PARQUE DE SAN JULIAN, 4   Cuenca 16002 Spain;CENTRAL OPTICA CRISTAL;PARQUE DE SAN JULIAN, 4;;Cuenca;16002;Spain
ES969300850;OPTICA REDONDO BOTEROS, 33   Cuenca 16600 Spain;OPTICA REDONDO;BOTEROS, 33;;Cuenca;16600;Spain
ES971273985;OPTICA GUASP PERELLO LUCA DE TENA, 43   Baleares 7005 Spain;OPTICA GUASP PERELLO;LUCA DE TENA, 43;;Baleares;7005;Spain
ES971378454;OPTICA ALAIOR RAMAL, 3   Baleares 7730 Spain;OPTICA ALAIOR;RAMAL, 3;;Baleares;7730;Spain
ES971398087;OPTICA TUR VIÑAS   ARAGON Nº 5-7   Baleares 7800 Spain;OPTICA TUR VIÑAS;  ARAGON Nº 5-7;;Baleares;7800;Spain
ES971464482;CENTRE VISUAL CA S´OPTIC   MANACOR, 45, BAJOS   Baleares 7006 Spain;CENTRE VISUAL CA S´OPTIC;  MANACOR, 45, BAJOS;;Baleares;7006;Spain
ES971549207;ÓPTICA ALCUDIA   POLLENTIA, 4   Baleares 7400 Spain;ÓPTICA ALCUDIA;  POLLENTIA, 4;;Baleares;7400;Spain
ES971682802;PRIMERA OPTICOS PALMANOVA AVDA. DE LA PLAYA, Nº 12   Baleares 7181 Spain;PRIMERA OPTICOS PALMANOVA;AVDA. DE LA PLAYA, Nº 12;;Baleares;7181;Spain
ES971687161;OPTICA PAGUERA OLIVERA, 2   Baleares 7160 Spain;OPTICA PAGUERA;OLIVERA, 2;;Baleares;7160;Spain
ES971716273;OPTICA SINDICAT VIA SINDICATO, 7   Baleares 7002 Spain;OPTICA SINDICAT;VIA SINDICATO, 7;;Baleares;7002;Spain
ES971751676;CENTRO OPTICO TODOVISION EUSEBIO ESTADA, 90   Baleares 7004 Spain;CENTRO OPTICO TODOVISION;EUSEBIO ESTADA, 90;;Baleares;7004;Spain
ES971759598;OPTICA CIUTAT CTRA. VALLDEMOSA, 20   Baleares 7010 Spain;OPTICA CIUTAT;CTRA. VALLDEMOSA, 20;;Baleares;7010;Spain
ES971866552;CENTRE OPTIC BELLAVISTA JOAN XXIII, 46   Baleares 7470 Spain;CENTRE OPTIC BELLAVISTA;JOAN XXIII, 46;;Baleares;7470;Spain
ES972201677;OPTICA DALMAU   GRAN VÍA JAUME I, Nº 20   Girona 17001 Spain;OPTICA DALMAU;  GRAN VÍA JAUME I, Nº 20;;Girona;17001;Spain
ES972220576;OPTICA CORAL   NOU 31 BIS   Girona 17001 Spain;OPTICA CORAL;  NOU 31 BIS;;Girona;17001;Spain
ES972350477;INSTITUTO OFTALMOLOGICO FELIP   ANSELM CLAVÉ, 86   Girona 17300 Spain;INSTITUTO OFTALMOLOGICO FELIP;  ANSELM CLAVÉ, 86;;Girona;17300;Spain
ES972506366;OPTIQUES GELABERT, S.L. SANT ANTONI, 97   Girona 17600 Spain;OPTIQUES GELABERT, S.L.;SANT ANTONI, 97;;Girona;17600;Spain
ES972671753;GABINET D'OPTOMETRIA URPI AVDA. SALVADOR DALI, 74 BX   Girona 17600 Spain;GABINET D'OPTOMETRIA URPI;AVDA. SALVADOR DALI, 74 BX;;Girona;17600;Spain
ES972775399;OPTINOVA AVE MARIA, 18   Girona 17130 Spain;OPTINOVA;AVE MARIA, 18;;Girona;17130;Spain
ES973320140;OPTICA CAPDEVILA PLAZA SANT ROC, 28   Lleida 25250 Spain;OPTICA CAPDEVILA;PLAZA SANT ROC, 28;;Lleida;25250;Spain
ES973501543;OPTICA SOLA SANT PELEGRI, 7   Lleida 25300 Spain;OPTICA SOLA;SANT PELEGRI, 7;;Lleida;25300;Spain
ES975230050;CENTRO OPTICO PERLADO ADUANA VIEJA, 10   Soria 42002 Spain;CENTRO OPTICO PERLADO;ADUANA VIEJA, 10;;Soria;42002;Spain
ES976097262;VISUALIZA OPTICA   JUAN CARLOS I, Nº 22   Zaragoza 50009 Spain;VISUALIZA OPTICA;  JUAN CARLOS I, Nº 22;;Zaragoza;50009;Spain
ES976180785;V&CO LUNETTE   PALAFOX, 6   Zaragoza 50830 Spain;V&CO LUNETTE;  PALAFOX, 6;;Zaragoza;50830;Spain
ES976219780;"VI""""UALES CENTRO OPTICO"" AVDA. TENOR FLETA, 5   Zaragoza 50008 Spain";"VI""""UALES CENTRO OPTICO""";AVDA. TENOR FLETA, 5;;Zaragoza;50008;Spain
ES976238995;OPTICA CRISS   DR. VALCARRERES ORTIZ, 7   Zaragoza 50004 Spain;OPTICA CRISS;  DR. VALCARRERES ORTIZ, 7;;Zaragoza;50004;Spain
ES976392897;OPTICA RT   BIELSA, Nº 4   Zaragoza 50014 Spain;OPTICA RT;  BIELSA, Nº 4;;Zaragoza;50014;Spain
ES976441300;CAMARA OPTICOS PASEO MARIA AGUSTIN, 4-6   Zaragoza 50004 Spain;CAMARA OPTICOS;PASEO MARIA AGUSTIN, 4-6;;Zaragoza;50004;Spain
ES976464991;G & G OPTICA ARRIXACA AVDA. PRIMERO DE MAYO   Murcia 30120 Spain;G & G OPTICA ARRIXACA;AVDA. PRIMERO DE MAYO;;Murcia;30120;Spain
ES976541089;FARMACIA OPTICA CLAVERIA AVDA. DE LAS ESTRELLAS, 13   Zaragoza 50012 Spain;FARMACIA OPTICA CLAVERIA;AVDA. DE LAS ESTRELLAS, 13;;Zaragoza;50012;Spain
ES976592935;OPTICA VISTA   COMPROMISO DE CASPE, 71   Zaragoza 50002 Spain;OPTICA VISTA;  COMPROMISO DE CASPE, 71;;Zaragoza;50002;Spain
ES976595636;OPTICA PRISMA MONASTERIO DE SIRESA, 1   Zaragoza 50002 Spain;OPTICA PRISMA;MONASTERIO DE SIRESA, 1;;Zaragoza;50002;Spain
ES976641777;DR FOCUS AND CO OPTICS PAS D´ARRO, Nº 22 LOCAL BJS   Lleida 25530 Spain;DR FOCUS AND CO OPTICS;PAS D´ARRO, Nº 22 LOCAL BJS;;Lleida;25530;Spain
ES976868868;CENTRO OPTICO BORJA GOYA, 3   Zaragoza 50540 Spain;CENTRO OPTICO BORJA;GOYA, 3;;Zaragoza;50540;Spain
ES977128036;OPTICS LA CREU BLANCA CARRER  SANT JOAN, 10   Tarragona 43201 Spain;OPTICS LA CREU BLANCA;CARRER  SANT JOAN, 10;;Tarragona;43201;Spain
ES977164810;OPTICA CUNIT AVENIDA DE BARCELONA, 68   Tarragona 43881 Spain;OPTICA CUNIT;AVENIDA DE BARCELONA, 68;;Tarragona;43881;Spain
ES977340550;OPTICA NOVALENT   RAVAL DE SANTA ANA, 39   Tarragona 43201 Spain;OPTICA NOVALENT;  RAVAL DE SANTA ANA, 39;;Tarragona;43201;Spain
ES977345252;OPTICA BB MONTEROLS, 28   Tarragona 43201 Spain;OPTICA BB;MONTEROLS, 28;;Tarragona;43201;Spain
ES977573210;UNIO OPTICA   MAJOR, Nº 144   Tarragona 43550 Spain;UNIO OPTICA;  MAJOR, Nº 144;;Tarragona;43550;Spain
ES977662559;CENTRE OPTIC VENDRELL DR. ROBERT, 24   Tarragona 43700 Spain;CENTRE OPTIC VENDRELL;DR. ROBERT, 24;;Tarragona;43700;Spain
ES977706373;VICTOR OPTICS   PASSEIG CANAL, Nº 34   Tarragona 43870 Spain;VICTOR OPTICS;  PASSEIG CANAL, Nº 34;;Tarragona;43870;Spain
ES977809510;OPTICA BARA MIRAMAR, 23   Tarragona 43883 Spain;OPTICA BARA;MIRAMAR, 23;;Tarragona;43883;Spain
ES978618035;OPTICA GIMENEZ COMANDANTE FORTEA, 12   Teruel 44001 Spain;OPTICA GIMENEZ;COMANDANTE FORTEA, 12;;Teruel;44001;Spain
ES978843793;SPINA ARMATO VALENCIA, 465   Barcelona 8013 Spain;SPINA ARMATO;VALENCIA, 465;;Barcelona;8013;Spain
ES979720794;FARMACIA-OPTICA JUNCO AV. VALLADOLID, Nº 4   Palencia 34002 Spain;FARMACIA-OPTICA JUNCO;AV. VALLADOLID, Nº 4;;Palencia;34002;Spain
ES979741780;RAMOS OPTICO MAYOR, 21   Palencia 34001 Spain;RAMOS OPTICO;MAYOR, 21;;Palencia;34001;Spain
ES979744666;CENTRO OPTICO PALENCIA MAYOR PRINCIPAL, 2   Palencia 34001 Spain;CENTRO OPTICO PALENCIA;MAYOR PRINCIPAL, 2;;Palencia;34001;Spain
ES980533757;OPTICA GERMAN  SAN TORCUATO, 17   Zamora 49014 Spain;OPTICA GERMAN; SAN TORCUATO, 17;;Zamora;49014;Spain
ES980633686;CENTRAL OPTICA DE BENAVENTE PLAZA DE LA MADERA, 15   Zamora 49600 Spain;CENTRAL OPTICA DE BENAVENTE;PLAZA DE LA MADERA, 15;;Zamora;49600;Spain
ES980690716;SEC.OPT.FARM.JULIA RODRIGUEZ   CORREDERA, Nº 59   Zamora 49800 Spain;SEC.OPT.FARM.JULIA RODRIGUEZ;  CORREDERA, Nº 59;;Zamora;49800;Spain
ES981175321;OPTICA MIRABEN ENRIQUE MARIÑAS, 13   La Coruña 15000 Spain;OPTICA MIRABEN;ENRIQUE MARIÑAS, 13;;La Coruña;15000;Spain
ES981202727;OPTICA LAS LAGOAS PASEO MARITIMO, 5   La Coruña 15002 Spain;OPTICA LAS LAGOAS;PASEO MARITIMO, 5;;La Coruña;15002;Spain
ES981215301;MIRAPARAMIN   CORDONEIRA, Nº 1   La Coruña 15001 Spain;MIRAPARAMIN;  CORDONEIRA, Nº 1;;La Coruña;15001;Spain
ES981227494;OPTICA RAMALLAL PZA. DE LUGO-LOCAL A.M. 12   La Coruña 15004 Spain;OPTICA RAMALLAL;PZA. DE LUGO-LOCAL A.M. 12;;La Coruña;15004;Spain
ES981262498;OPTICA LOMBARDERO PLAZA DE PONTEVEDRA, 19   La Coruña 15003 Spain;OPTICA LOMBARDERO;PLAZA DE PONTEVEDRA, 19;;La Coruña;15003;Spain
ES981350772;OPTICA REY GALIANO, 71   La Coruña 15402 Spain;OPTICA REY;GALIANO, 71;;La Coruña;15402;Spain
ES981351609;OPTICA MARTINEZ PARDO REAL, 111   La Coruña 15402 Spain;OPTICA MARTINEZ PARDO;REAL, 111;;La Coruña;15402;Spain
ES981390784;C. O. NARON ESTRADA DE CASTELA, 119   La Coruña 15570 Spain;C. O. NARON;ESTRADA DE CASTELA, 119;;La Coruña;15570;Spain
ES981420192;OPTICA CARIÑO   BALBIS, Nº 34   La Coruña 15360 Spain;OPTICA CARIÑO;  BALBIS, Nº 34;;La Coruña;15360;Spain
ES981470959;CENTRO OPTICO MIRAMAR RUA PETEIRO, 1, BAJO   La Coruña 15620 Spain;CENTRO OPTICO MIRAMAR;RUA PETEIRO, 1, BAJO;;La Coruña;15620;Spain
ES981531730;CENTRO OPTICO MV   ANXEL BALTAR Nº 6 BAJO   La Coruña 15706 Spain;CENTRO OPTICO MV;  ANXEL BALTAR Nº 6 BAJO;;La Coruña;15706;Spain
ES981536138;OPTICA TAMBRE CURUXA, 1 LOCAL 5-B   La Coruña 15895 Spain;OPTICA TAMBRE;CURUXA, 1 LOCAL 5-B;;La Coruña;15895;Spain
ES981590868;ANTONIO OPTICA MONTERO RIOS, 39   La Coruña 15706 Spain;ANTONIO OPTICA;MONTERO RIOS, 39;;La Coruña;15706;Spain
ES981605358;OPTICA VILLANUEVA AVDA. FINISTERRE, 103   La Coruña 15145 Spain;OPTICA VILLANUEVA;AVDA. FINISTERRE, 103;;La Coruña;15145;Spain
ES981621528;OPTICA JOSE M. MUIÑO LINARES RIVAS, 2   La Coruña 15160 Spain;OPTICA JOSE M. MUIÑO;LINARES RIVAS, 2;;La Coruña;15160;Spain
ES981694666;TM OPTICA AVDA. DE COMPOSTELA 18-20   La Coruña 15888 Spain;TM OPTICA;AVDA. DE COMPOSTELA 18-20;;La Coruña;15888;Spain
ES981704197;CENTRO OPTICOS BERGANTIÑOS GRAN VIA, 23 Y 25   La Coruña 15100 Spain;CENTRO OPTICOS BERGANTIÑOS;GRAN VIA, 23 Y 25;;La Coruña;15100;Spain
ES981772601;SELGAS OPTICO AV.JESUS Gª NAVERIA 16-18 BAJO   La Coruña 15300 Spain;SELGAS OPTICO;AV.JESUS Gª NAVERIA 16-18 BAJO;;La Coruña;15300;Spain
ES981806697;DUBRA OPTICO TRAVESIA DE CACHEIRAS, 29   La Coruña 15883 Spain;DUBRA OPTICO;TRAVESIA DE CACHEIRAS, 29;;La Coruña;15883;Spain
ES981821047;OPTICA NIETO PLAZA FANEQUEIRA, 2   La Coruña 15200 Spain;OPTICA NIETO;PLAZA FANEQUEIRA, 2;;La Coruña;15200;Spain
ES981822634;BOAVISTA OPTICA RUA PEREGRINA, 18   La Coruña 15200 Spain;BOAVISTA OPTICA;RUA PEREGRINA, 18;;La Coruña;15200;Spain
ES981852153;OPTICA MAZARICOS AVDA. TRECE DE ABRIL, 85   La Coruña 15256 Spain;OPTICA MAZARICOS;AVDA. TRECE DE ABRIL, 85;;La Coruña;15256;Spain
ES981866283;OPTICA RIANXO RUA DO MEDIO, 40   La Coruña 15920 Spain;OPTICA RIANXO;RUA DO MEDIO, 40;;La Coruña;15920;Spain
ES981873807;MIRADOIRO OPTICOS RAMON Y CAJAL, 6 IZQUIERDA   La Coruña 15960 Spain;MIRADOIRO OPTICOS;RAMON Y CAJAL, 6 IZQUIERDA;;La Coruña;15960;Spain
ES981909509;OPTICA SADA   CORTADURÍA, 1   La Coruña 15160 Spain;OPTICA SADA;  CORTADURÍA, 1;;La Coruña;15160;Spain
ES981914706;OPTICA BEATRIZ CASTELO CUESTA DE LA TAPIA, 31   La Coruña 15679 Spain;OPTICA BEATRIZ CASTELO;CUESTA DE LA TAPIA, 31;;La Coruña;15679;Spain
ES982128205;OPTICA MIRÓ RIBADEO AVENIDA DE GALICIA, 15   Lugo 27700 Spain;OPTICA MIRÓ RIBADEO;AVENIDA DE GALICIA, 15;;Lugo;27700;Spain
ES982141404;OPTICA MIRÓ ALVARO CUNQUEIRO, 14   Lugo 27780 Spain;OPTICA MIRÓ;ALVARO CUNQUEIRO, 14;;Lugo;27780;Spain
ES982216318;CENTRAL OPTICA DE LUGO AVDA. CORUÑA, 81 BAJO   Lugo 27003 Spain;CENTRAL OPTICA DE LUGO;AVDA. CORUÑA, 81 BAJO;;Lugo;27003;Spain
ES982241704;OPTICA ASOREY BOLAÑO RIVADENEIRA, 2   Lugo 27001 Spain;OPTICA ASOREY;BOLAÑO RIVADENEIRA, 2;;Lugo;27001;Spain
ES982311201;OPTICA PANISSE ROSALIA DE CASTRO, 66   Lugo 27120 Spain;OPTICA PANISSE;ROSALIA DE CASTRO, 66;;Lugo;27120;Spain
ES982370129;OPTICA BOÑAR GENERAL FRANCO, 9   Lugo 27300 Spain;OPTICA BOÑAR;GENERAL FRANCO, 9;;Lugo;27300;Spain
ES982510652;OPTICA VICTOR MATO PRAVIA, 29   Lugo 27800 Spain;OPTICA VICTOR MATO;PRAVIA, 29;;Lugo;27800;Spain
ES982580601;TOMAS OPTICO PARDO BAZAN, 7   Lugo 27880 Spain;TOMAS OPTICO;PARDO BAZAN, 7;;Lugo;27880;Spain
ES983133199;CENTRO OPTICO PISUERGA   CARDENAL CISNEROS, 20   Valladolid 47010 Spain;CENTRO OPTICO PISUERGA;  CARDENAL CISNEROS, 20;;Valladolid;47010;Spain
ES983200963;OPTICA ALCAÑIZ MANTERIA, 30   Valladolid 47004 Spain;OPTICA ALCAÑIZ;MANTERIA, 30;;Valladolid;47004;Spain
ES983227122;OPTICA SANTA GEMA  JOAQUIN MARIA JALON, 2   Valladolid 47008 Spain;OPTICA SANTA GEMA; JOAQUIN MARIA JALON, 2;;Valladolid;47008;Spain
ES983291207;OPTICA SAN JUAN PLAZA SAN JUAN, 5 BIS   Valladolid 47002 Spain;OPTICA SAN JUAN;PLAZA SAN JUAN, 5 BIS;;Valladolid;47002;Spain
ES983307491;OPTICA  AZUL PLAZA LIBERTAD, 3   Valladolid 47002 Spain;OPTICA  AZUL;PLAZA LIBERTAD, 3;;Valladolid;47002;Spain
ES983334331;OPTICA LA VICTORIA   DE LA FUENTE EL SOL, 17   Valladolid 47009 Spain;OPTICA LA VICTORIA;  DE LA FUENTE EL SOL, 17;;Valladolid;47009;Spain
ES983355453;OPTICA ALCAÑIZ PZA. MAYOR, 8   Valladolid 47001 Spain;OPTICA ALCAÑIZ;PZA. MAYOR, 8;;Valladolid;47001;Spain
ES983393464;CENTRO OPTICO DOCTRINOS BAJADA DE LA LIBERTAD, 2   Valladolid 47001 Spain;CENTRO OPTICO DOCTRINOS;BAJADA DE LA LIBERTAD, 2;;Valladolid;47001;Spain
ES983393738;OPTICA ALFONSO VIII   ALAMILLOS, 9-11   Valladolid 47005 Spain;OPTICA ALFONSO VIII;  ALAMILLOS, 9-11;;Valladolid;47005;Spain
ES983404732;OPTICA LA CISTERNIGA AVDA. REAL, 19   Valladolid 47193 Spain;OPTICA LA CISTERNIGA;AVDA. REAL, 19;;Valladolid;47193;Spain
ES983541168;LAGUNA OPTICA MIGUEL DELIBES, 1   Valladolid 47140 Spain;LAGUNA OPTICA;MIGUEL DELIBES, 1;;Valladolid;47140;Spain
ES983620541;CP OPTICA   MESONES, 31   Valladolid 47420 Spain;CP OPTICA;  MESONES, 31;;Valladolid;47420;Spain
ES983623160;ALSA VISION AVDA DE SUECIA, 15   Sta. Cruz de Tenerife 38650 Spain;ALSA VISION;AVDA DE SUECIA, 15;;Sta. Cruz de Tenerife;38650;Spain
ES983720379;OPTICA RIOSECO  LAZARO ALONSO, Nº 6   Valladolid 47800 Spain;OPTICA RIOSECO; LAZARO ALONSO, Nº 6;;Valladolid;47800;Spain
ES983796635;DEA CENTRO DE OPTOMETRIA PLAZA PEPE ZORITA, 16   Valladolid 47100 Spain;DEA CENTRO DE OPTOMETRIA;PLAZA PEPE ZORITA, 16;;Valladolid;47100;Spain
ES983813970;OPTICA ARTILLERIA ARTILLERIA, 22   Valladolid 47400 Spain;OPTICA ARTILLERIA;ARTILLERIA, 22;;Valladolid;47400;Spain
ES984083430;OPTICA NORESNA JAIME TRUYOLS  SANTOJA, 9   Asturias 33011 Spain;OPTICA NORESNA;JAIME TRUYOLS  SANTOJA, 9;;Asturias;33011;Spain
ES984110142;ARMANDO OPTICOS   RAMIRO I, Nº16 BAJO   Asturias 33450 Spain;ARMANDO OPTICOS;  RAMIRO I, Nº16 BAJO;;Asturias;33450;Spain
ES984196882;CENTRO OPTICO CONTRUECES CTRA. DEL OBISPO, 32   Asturias 33210 Spain;CENTRO OPTICO CONTRUECES;CTRA. DEL OBISPO, 32;;Asturias;33210;Spain
ES985171474;CENTRO VISION TOMAS ZARRACINA, 2   Asturias 33206 Spain;CENTRO VISION;TOMAS ZARRACINA, 2;;Asturias;33206;Spain
ES985227715;NORVISION   TENDERINA, 84   Asturias 33010 Spain;NORVISION;  TENDERINA, 84;;Asturias;33010;Spain
ES985252796;OPTICA JAVIER   VALENTIN MASIP, 24   Asturias 33013 Spain;OPTICA JAVIER;  VALENTIN MASIP, 24;;Asturias;33013;Spain
ES985257834;CENTRO OPTICO LA PERLA MARQUES DE PIDAL,15   Asturias 33004 Spain;CENTRO OPTICO LA PERLA;MARQUES DE PIDAL,15;;Asturias;33004;Spain
ES985322639;ALBASTUR OPTICA   LLANO PONTE, Nº 26   Asturias 33402 Spain;ALBASTUR OPTICA;  LLANO PONTE, Nº 26;;Asturias;33402;Spain
ES985476702;OPTICA ARANGO   EMPEDRADA, 3   Asturias 33770 Spain;OPTICA ARANGO;  EMPEDRADA, 3;;Asturias;33770;Spain
ES985493855;ASTUROPTICA PLAZA ALFONSO X, 15   Asturias 33630 Spain;ASTUROPTICA;PLAZA ALFONSO X, 15;;Asturias;33630;Spain
ES985512768;OPTICA HUESCAR   JIMENEZ DIAZ, 5 BAJO IZDA.   Asturias 33402 Spain;OPTICA HUESCAR;  JIMENEZ DIAZ, 5 BAJO IZDA.;;Asturias;33402;Spain
ES985561586;OPTICA ARMANDO LA CAMARA, 10   Asturias 33400 Spain;OPTICA ARMANDO;LA CAMARA, 10;;Asturias;33400;Spain
ES985647157;OPTICA TREVIAS   ELADIO RICO 13 BAJO DERECHA   Asturias 33780 Spain;OPTICA TREVIAS;  ELADIO RICO 13 BAJO DERECHA;;Asturias;33780;Spain
ES985741574;OPTICA VG   BOLIVIA, 9 POSTERIOR   Madrid 28822 Spain;OPTICA VG;  BOLIVIA, 9 POSTERIOR;;Madrid;28822;Spain
ES985822194;OPTICA PRAVIA VITAL AZA, 6   Asturias 33120 Spain;OPTICA PRAVIA;VITAL AZA, 6;;Asturias;33120;Spain
ES985872123;OPTICA ASTUR VALDES PUMARINO, 23   Asturias 33430 Spain;OPTICA ASTUR;VALDES PUMARINO, 23;;Asturias;33430;Spain
ES986125545;PRISMALEN SALAMANCA, 7   Pontevedra 36211 Spain;PRISMALEN;SALAMANCA, 7;;Pontevedra;36211;Spain
ES986220293;OJOS OPTICA GARCIA BARBON, 81   Pontevedra 36201 Spain;OJOS OPTICA;GARCIA BARBON, 81;;Pontevedra;36201;Spain
ES986223370;MAMBLONA OPTICOS   REPUBLICA ARGENTINA 19 BAJO   Pontevedra 36201 Spain;MAMBLONA OPTICOS;  REPUBLICA ARGENTINA 19 BAJO;;Pontevedra;36201;Spain
ES986246064;FARMACIA OPTICA DOCTORA RUEDA PORTUGAL, 44   Madrid 28943 Spain;FARMACIA OPTICA DOCTORA RUEDA;PORTUGAL, 44;;Madrid;28943;Spain
ES986277335;BOUZA OPTICO SANJURJO BADIA, 167   Pontevedra 36207 Spain;BOUZA OPTICO;SANJURJO BADIA, 167;;Pontevedra;36207;Spain
ES986315581;INNOVA OPTICA CONCEPCION ARENAL, 76   Pontevedra 36950 Spain;INNOVA OPTICA;CONCEPCION ARENAL, 76;;Pontevedra;36950;Spain
ES986353706;OCULOS OPTICA C.C. RAMALLOSA,LOCAL 18   Pontevedra 36370 Spain;OCULOS OPTICA;C.C. RAMALLOSA,LOCAL 18;;Pontevedra;36370;Spain
ES986366491;OPTICAS RORIS OTERO CRTA. DE LA VIA, 116   Pontevedra 36350 Spain;OPTICAS RORIS OTERO;CRTA. DE LA VIA, 116;;Pontevedra;36350;Spain
ES986372242;OPTICA TRAVESIA TRAVESIA DE VIGO, 133   Pontevedra 36206 Spain;OPTICA TRAVESIA;TRAVESIA DE VIGO, 133;;Pontevedra;36206;Spain
ES986372400;OPTICA GUIA TRAVESIA DE VIGO, 37   Pontevedra 36206 Spain;OPTICA GUIA;TRAVESIA DE VIGO, 37;;Pontevedra;36206;Spain
ES986430443;COLON OPTICA COLON, 22   Pontevedra 36201 Spain;COLON OPTICA;COLON, 22;;Pontevedra;36201;Spain
ES986452427;CENTRO OPTICO SMARA AVDA. DE VIGO, 216   Pontevedra 36320 Spain;CENTRO OPTICO SMARA;AVDA. DE VIGO, 216;;Pontevedra;36320;Spain
ES986542365;CENTRO OPTICO SALNES RAMON CABANILLAS, 8   Pontevedra 36630 Spain;CENTRO OPTICO SALNES;RAMON CABANILLAS, 8;;Pontevedra;36630;Spain
ES986701179;ARCADE VISION   ROXELIO LANDEIRO, 39   Pontevedra 36690 Spain;ARCADE VISION;  ROXELIO LANDEIRO, 39;;Pontevedra;36690;Spain
ES986731631;FARMA-OPTICA Mª SANCHEZ VARELA   LUIS ANTONIO MESTRE, 65   Pontevedra 36980 Spain;FARMA-OPTICA Mª SANCHEZ VARELA;  LUIS ANTONIO MESTRE, 65;;Pontevedra;36980;Spain
ES986750000;OPTICA CALDELAS PUENTE, 3   Pontevedra 36820 Spain;OPTICA CALDELAS;PUENTE, 3;;Pontevedra;36820;Spain
ES986780191;OPTICA SANTORUM LUIS GONZALEZ, 2   Pontevedra 36500 Spain;OPTICA SANTORUM;LUIS GONZALEZ, 2;;Pontevedra;36500;Spain
ES986851201;OPTICA MARTINEZ SAGASTA, 21   Pontevedra 36001 Spain;OPTICA MARTINEZ;SAGASTA, 21;;Pontevedra;36001;Spain
ES987232345;OPTICA EUROPA ALFONSO V, 13   León 24001 Spain;OPTICA EUROPA;ALFONSO V, 13;;León;24001;Spain
ES987272740;OPTICA EMILIA BARRIADA ORDOÑO II, 6   León 24001 Spain;OPTICA EMILIA BARRIADA;ORDOÑO II, 6;;León;24001;Spain
ES987425112;OPTICA GARCIA MAZAIRA RAMON Y CAJAL, 10   León 24400 Spain;OPTICA GARCIA MAZAIRA;RAMON Y CAJAL, 10;;León;24400;Spain
ES987750072;OPTICA LENTE CARLOS PINILLA, 9   León 24200 Spain;OPTICA LENTE;CARLOS PINILLA, 9;;León;24200;Spain
ES988213408;OPTICA LA GAFA DE ORO RUA PROGRESO, 44 BAJO   Orense 32003 Spain;OPTICA LA GAFA DE ORO;RUA PROGRESO, 44 BAJO;;Orense;32003;Spain
ES988222900;OPTICA VARELA PROGRESO, 75   Orense 32003 Spain;OPTICA VARELA;PROGRESO, 75;;Orense;32003;Spain
ES988224000;CENTRO OPTICO NOVA RAMON CABANILLAS, 3   Orense 32004 Spain;CENTRO OPTICO NOVA;RAMON CABANILLAS, 3;;Orense;32004;Spain
ES988232344;CENTRO OPTICO SUSANA ARAUJO PASEO, 24   Orense 32003 Spain;CENTRO OPTICO SUSANA ARAUJO;PASEO, 24;;Orense;32003;Spain
ES988411044;OPTICA ODETTE   LUIS ESPADA, 84   Orense 32600 Spain;OPTICA ODETTE;  LUIS ESPADA, 84;;Orense;32600;Spain
ES988462388;OPTICA PRIETO 2 DE MAYO, 2   Orense 32630 Spain;OPTICA PRIETO;2 DE MAYO, 2;;Orense;32630;Spain
C+34676519077;GRAN OPTIC Call La Oca 47   MADRID 28025 Spain;GRAN OPTIC;Call La Oca 47;;MADRID;28025;Spain
C+34915212033;MAGASIN CALLE DEL ESPIRITU SANTO. 14   MADRID 28004 Spain;MAGASIN;CALLE DEL ESPIRITU SANTO. 14;;MADRID;28004;Spain
C+34915240547;MAGASIN PLAZA CHECA 9 ZOCO DE POZUELO. LOCAL 216  POZUELO DE ALARCON . MADRID 28223 Spain;MAGASIN;PLAZA CHECA 9;ZOCO DE POZUELO. LOCAL 216;POZUELO DE ALARCON . MADRID;28223;Spain
C+34916555418;OPTICA EGIDO  TERUEL,6 TORREJON DE RADOZ  MADRID 28850 Spain;OPTICA EGIDO; TERUEL,6;TORREJON DE RADOZ;MADRID;28850;Spain
C+34926550680;FEDEROPTICOS MILAN Avenida de la Constitucion s/n Ciudad Real  ALCAZAR DE SAN JUAN 13600 Spain;FEDEROPTICOS MILAN;Avenida de la Constitucion s/n;Ciudad Real;ALCAZAR DE SAN JUAN;13600;Spain
C+34928310560;Optica Hernández Verdugo   Mesa de León 1   Las Palmas de Gran Canaria 35001 Spain;Optica Hernández Verdugo;  Mesa de León 1;;Las Palmas de Gran Canaria;35001;Spain
C+34933424433;AFFLELOU BARCELONE 20 Plaça Catalunya   BARCELONE 8002 Spain;AFFLELOU BARCELONE;20 Plaça Catalunya;;BARCELONE;8002;Spain
C+34934426483;OPTICA MARCOS CALLE TAMARIT 156 LOC3   BARCELONE 8011 Spain;OPTICA MARCOS;CALLE TAMARIT 156 LOC3;;BARCELONE;8011;Spain
C+34945147118;OPTICA VAZQUEZ Calle Ariznavarra, 3   VITORIA-GASTEIZ 1007 Spain;OPTICA VAZQUEZ;Calle Ariznavarra, 3;;VITORIA-GASTEIZ;1007;Spain
